"id","name","url","address","facility_type","license_type","capacity","ages"
2572,"YMCA SACC At Margaret Brent Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=32654;search_require_client_code-2106=1;search_require_client_code-2101=1","2125 Mountain View RoadSTAFFORD, VA  22556","Child Day Center","Two Year","75","5 years-12 years11 months"
2573,"YMCA SACC At Rocky Run Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=32658;search_require_client_code-2106=1;search_require_client_code-2101=1","95 Reservior RoadFREDERICKSBURG, VA  22406","Child Day Center","Two Year","75","5 years-12 years11 months"
2574,"YMCA SACC at Battlefield Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42147;search_require_client_code-2106=1;search_require_client_code-2101=1","11108 Leavells RoadFREDERICKSBURG, VA  22407","Child Day Center","Two Year","50","5 years-12 years11 months"
2575,"YMCA SACC at Berkeley Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42133;search_require_client_code-2106=1;search_require_client_code-2101=1","5979 Partlow RoadSPOTSYLVANIA, VA  22551","Child Day Center","Two Year","50","5 years-12 years11 months"
2576,"YMCA SACC at Brock Road Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42135;search_require_client_code-2106=1;search_require_client_code-2101=1","10207 Brock RoadSPOTSYLVANIA, VA  22553","Child Day Center","Two Year","26","5 years-12 years11 months"
2577,"YMCA SACC at Cedar Forest Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42138;search_require_client_code-2106=1;search_require_client_code-2101=1","3412 Massaponas Church RoadFREDERICKSBURG, VA  22408","Child Day Center","Two Year","50","5 years-12 years11 months"
2578,"YMCA SACC at Chancellor Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42139;search_require_client_code-2106=1;search_require_client_code-2101=1","5995 Plank RoadFREDERICKSBURG, VA  22407","Child Day Center","Two Year","50","5 years-12 years11 months"
2579,"YMCA SACC at Conway Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=34162;search_require_client_code-2106=1;search_require_client_code-2101=1","105 Primmer House RoadFREDERICKSBURG, VA  22405-2165","Child Day Center","Two Year","75","5 years-12 years11 months"
2580,"YMCA SACC at Courthouse Road Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42142;search_require_client_code-2106=1;search_require_client_code-2101=1","9911 Courthouse RoadSPOTSYLVANIA, VA  22553","Child Day Center","Two Year","75","5 years-12 years11 months"
2581,"YMCA SACC at Courtland Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42148;search_require_client_code-2106=1;search_require_client_code-2101=1","6601 Smith Station RoadSPOTSYLVANIA, VA  22553","Child Day Center","Two Year","75","5 years-12 years11 months"
2582,"YMCA SACC at Falmouth Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=39282;search_require_client_code-2106=1;search_require_client_code-2101=1","1000 Forbes StreetFALMOUTH, VA  22405","Child Day Center","Two Year","75","5 years-12 years11 months"
2583,"YMCA SACC at Garrisonville Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=35360;search_require_client_code-2106=1;search_require_client_code-2101=1","100 Wood DriveSTAFFORD, VA  22556","Child Day Center","Two Year","50","5 years-12 years11 months"
2584,"YMCA SACC at Grafton Village Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40574;search_require_client_code-2106=1;search_require_client_code-2101=1","501 Deacon RoadFREDERICKSBURG, VA  22405","Child Day Center","Two Year","50","5 years-12 years11 months"
2585,"YMCA SACC at Hampton Oaks Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=34171;search_require_client_code-2106=1;search_require_client_code-2101=1","107 Northampton BoulevardSTAFFORD, VA  22554-7660","Child Day Center","Two Year","75","5 years-12 years11 months"
2586,"YMCA SACC at Harrison Road Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42146;search_require_client_code-2106=1;search_require_client_code-2101=1","6230 Harrison RoadFREDERICKSBURG, VA  22407","Child Day Center","Two Year","75","5 years-12 years11 months"
2587,"YMCA SACC at Hartwood Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=35388;search_require_client_code-2106=1;search_require_client_code-2101=1","14 Shackelfords Well RoadFREDERICKSBURG, VA  22406","Child Day Center","Two Year","50","5 years-12 years11 months"
2588,"YMCA SACC at Kate Waller Barrett Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=35356;search_require_client_code-2106=1;search_require_client_code-2101=1","150 Duffey DriveSTAFFORD, VA  22556","Child Day Center","Two Year","50","5 years-12 years11 months"
2589,"YMCA SACC at Lee Hill Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42145;search_require_client_code-2106=1;search_require_client_code-2101=1","3600 Lee Hill School DriveFREDERICKSBURG, VA  22408","Child Day Center","Two Year","50","5 years-12 years11 months"
2590,"YMCA SACC at Livingston Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42144;search_require_client_code-2106=1;search_require_client_code-2101=1","6057 Courthouse RoadSPOTSYLVANIA, VA  22551","Child Day Center","Two Year","50","5 years-12 years11 months"
2591,"YMCA SACC at Parkside Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42143;search_require_client_code-2106=1;search_require_client_code-2101=1","5620 Smith Station RoadFREDERICKSBURG, VA  22407","Child Day Center","Two Year","75","5 years-12 years11 months"
2592,"YMCA SACC at Riverview Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42141;search_require_client_code-2106=1;search_require_client_code-2101=1","7001 North Roxbury Mill RoadSPOTSYLVANIA, VA  22551","Child Day Center","Two Year","50","5 years-12 years11 months"
2593,"YMCA SACC at Robert E. Lee Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42151;search_require_client_code-2106=1;search_require_client_code-2101=1","7415 Brock RoadSPOTSYLVANIA, VA  22553","Child Day Center","Two Year","50","5 years-12 years11 months"
2594,"YMCA SACC at Rockhill Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=34169;search_require_client_code-2106=1;search_require_client_code-2101=1","50 Wood DriveSTAFFORD, VA  22556-1838","Child Day Center","Two Year","50","5 years-12 years11 months"
2595,"YMCA SACC at Salem Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42149;search_require_client_code-2106=1;search_require_client_code-2101=1","4501 Jackson RoadFREDERICKSBURG, VA  22407","Child Day Center","Two Year","50","5 years-12 years11 months"
2596,"YMCA SACC at Smith Station Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42152;search_require_client_code-2106=1;search_require_client_code-2101=1","7320 Smith Station RoadFREDERICKSBURG, VA  22407","Child Day Center","Two Year","50","5 years-12 years11 months"
2597,"YMCA SACC at Spotswood Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42132;search_require_client_code-2106=1;search_require_client_code-2101=1","400 Lorraine AvenueFREDERICKSBURG, VA  22408","Child Day Center","Two Year","50","5 years-12 years11 months"
2598,"YMCA SACC at Stafford Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=39944;search_require_client_code-2106=1;search_require_client_code-2101=1","1349 Courthouse RoadSTAFFORD, VA  22554","Child Day Center","Two Year","75","5 years-12 years11 months"
2599,"YMCA SACC at Wilderness Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42150;search_require_client_code-2106=1;search_require_client_code-2101=1","11600 Catharpin RoadSPOTSYLVANIA, VA  22553","Child Day Center","Two Year","50","5 years-12 years11 months"
2600,"YMCA School Age Child Care @ Academy of Discovery at Lakewood","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41380;search_require_client_code-2106=1;search_require_client_code-2101=1","1701 Alsace AvenueNORFOLK, VA  23509","Child Day Center","Two Year","50","5 years-12 years11 months"
2601,"YMCA School Age Child Care @ Blocker Norfolk Family YMCA","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=39971;search_require_client_code-2106=1;search_require_client_code-2101=1","312 West Bute StreetNORFOLK, VA  23510","Child Day Center","Two Year","75","5 years-12 years11 months"
2602,"YMCA School Age Child Care @ Chesterfield Academy","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=39939;search_require_client_code-2106=1;search_require_client_code-2101=1","2915 Westminster AvenueNORFOLK, VA  23504","Child Day Center","Two Year","50","3 years-12 years"
2603,"YMCA School Age Child Care @ Deep Creek Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40584;search_require_client_code-2106=1;search_require_client_code-2101=1","2809 Forehand DriveCHESAPEAKE, VA  23323","Child Day Center","Two Year","76","4 years-12 years11 months"
2604,"YMCA School Age Child Care @ G W Carver Intermediate School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40583;search_require_client_code-2106=1;search_require_client_code-2101=1","2601 Broad StreetCHESAPEAKE, VA  23324","Child Day Center","Two Year","76","4 years-12 years11 months"
2605,"YMCA School Age Child Care @ Indian River Family YMCA","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=16333;search_require_client_code-2106=1;search_require_client_code-2101=1","5660 Indian River RoadVA BEACH, VA  23464","Child Day Center","Two Year","120","4 years8 months-12 years11 months"
2606,"YMCA School Age Child Care @ Mt. Trashmore Family YMCA","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=14344;search_require_client_code-2106=1;search_require_client_code-2101=1","4441 South BoulevardVIRGINIA BEACH, VA  23452","Child Day Center","Two Year","150","5 years-12 years11 months"
2607,"YMCA School Age Child Care @ Poplar Halls Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40618;search_require_client_code-2106=1;search_require_client_code-2101=1","5523 Pebble LaneNORFOLK, VA  23502","Child Day Center","Two Year","50","3 years-8 years11 months"
2608,"YMCA School Age Child Care @ Southwestern  Elem","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42184;search_require_client_code-2106=1;search_require_client_code-2101=1","4410 Airline BoulevardCHESAPEAKE, VA  23321","Child Day Center","Two Year","50","4 years-12 years11 months"
2609,"YMCA School Age Child Care @ Willard Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=14879;search_require_client_code-2106=1;search_require_client_code-2101=1","1511 Willow Wood DriveNORFOLK, VA  23509","Child Day Center","Two Year","100","4 years-12 years11 months"
2610,"YMCA School Age Child Care at Butts Road Intermediate School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=21764;search_require_client_code-2106=1;search_require_client_code-2101=1","1571 Mt. Pleasant RoadCHESAPEAKE, VA  23322","Child Day Center","Two Year","75","5 years-12 years11 months"
2611,"YMCA School Age Child Care at Crestwood Intermediate School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=21761;search_require_client_code-2106=1;search_require_client_code-2101=1","1240 Great Bridge BoulevardCHESAPEAKE, VA  23320","Child Day Center","Two Year","100","4 years-12 years11 months"
2612,"YMCA School Age Child Care at Eastern Shore Family YMCA","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41885;search_require_client_code-2106=1;search_require_client_code-2101=1","26164 Lankford HighwayONLEY, VA  23418","Short Term Child Day Center","Two Year","50","5 years-12 years11 months"
2613,"YMCA School Age Child Care at Great Bridge Intermediate School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=22979;search_require_client_code-2106=1;search_require_client_code-2101=1","2100 Old Greenbrier RoadSuite ACHESAPEAKE, VA  23320","Child Day Center","Two Year","150","5 years-12 years11 months"
2614,"YMCA School Age Child Care at James L. Camp, Jr.","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=36912;search_require_client_code-2106=1;search_require_client_code-2101=1","300 Crescent DriveFRANKLIN, VA  23851","Child Day Center","Two Year","100","5 years-12 years11 months"
2615,"YMCA School Age Child Care at John Yeates Middle School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41633;search_require_client_code-2106=1;search_require_client_code-2101=1","4901 Bennett\'s Pasture RoadSUFFOLK, VA  23435","Child Day Center","Two Year","80","10 years-12 years11 months"
2616,"YMCA School Age Child Care at Princess Anne Family YMCA","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41796;search_require_client_code-2106=1;search_require_client_code-2101=1","2121 Landstown RoadVIRGINIA BEACH, VA  23456","Child Day Center","Two Year","117","4 years9 months-12 years11 months"
2617,"YMCA School Age Child Care at Southeastern Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=22982;search_require_client_code-2106=1;search_require_client_code-2101=1","1853 South Battlefield Blvd.Suite ACHESAPEAKE, VA  23322","Child Day Center","Two Year","100","5 years-12 years11 months"
2618,"YMCA School Age Child Care at Suffolk Family YMCA","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=14705;search_require_client_code-2106=1;search_require_client_code-2101=1","2769 Godwin BoulevardSUFFOLK, VA  23434","Child Day Center","Two Year","200","4 years-12 years11 months"
2619,"YMCA School Age Child Care at Western Branch Intermediate School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=21759;search_require_client_code-2106=1;search_require_client_code-2101=1","4013 Terry DriveCHESAPEAKE, VA  23321","Child Day Center","Two Year","140","4 years-12 years11 months"
2620,"YMCA School Age Child Care-B.M. Williams Primary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=21768;search_require_client_code-2106=1;search_require_client_code-2101=1","1100 North Battlefield Blvd.Suite ACHESAPEAKE, VA  23320","Child Day Center","Two Year","150","4 years-12 years11 months"
2621,"YMCA School Age Child Care-Cedar Road Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=21765;search_require_client_code-2106=1;search_require_client_code-2101=1","1605 Cedar RoadCHESAPEAKE, VA  23322","Child Day Center","Two Year","125","5 years-12 years11 months"
2622,"YMCA School Age Child Care-Georgetown Primary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=22987;search_require_client_code-2106=1;search_require_client_code-2101=1","436 Providence RoadSuite ACHESAPEAKE, VA  23325","Child Day Center","Two Year","150","4 years-12 years11 months"
